"treatment","Date","CO2cum","boleC","bolebranch","aboveC","CO2cum_se","boleC_se","bolebranch_se","aboveC_se"
"elevated-wet",2008-12-30,10251.11,3056.4,3794.04,4524.28,2163.414,613.815,813.016,975.894
"elevated-wet",2008-12-31,10341.74,3081.37,3827.21,4572.2,2186.855,616.368,816.362,980.2
"elevated-wet",2009-01-01,10430.7,3106.34,3860.38,4620.18,2205.072,618.922,819.71,984.497
"elevated-wet",2009-01-02,10509.83,3131.31,3893.55,4668.24,2219.785,621.478,823.061,988.786
"elevated-wet",2009-01-03,10574.24,3156.28,3926.72,4712.82,2233.686,624.033,826.413,991.64
"elevated-wet",2009-01-04,10666.81,3181.25,3959.88,4757.48,2255.045,626.59,829.767,994.489
"elevated-wet",2009-01-05,10722.01,3206.22,3993.05,4802.21,2266.166,629.147,833.124,997.334
"elevated-wet",2009-01-06,10785.44,3231.19,4026.22,4834.73,2283.099,631.705,836.482,998.601
"elevated-wet",2009-01-07,10868.61,3256.16,4059.39,4867.26,2310.415,634.264,839.843,999.867
"elevated-wet",2009-01-08,10895.76,3281.13,4092.55,4899.8,2318.711,636.823,843.205,1001.131
"elevated-wet",2009-01-09,10958.85,3306.1,4125.1,4931.73,2331.538,639.384,847.806,1003.637
"elevated-wet",2009-01-10,11057.5,3331.07,4157.64,4963.67,2350.662,641.944,852.411,1006.14
"elevated-wet",2009-01-11,11157.88,3356.04,4190.19,4995.62,2370.575,644.506,857.021,1008.641
"elevated-wet",2009-01-12,11238.02,3381.01,4222.73,5027.58,2387.987,647.068,861.634,1011.139
"elevated-wet",2009-01-13,11327.23,3405.98,4255.28,5059.55,2408.327,649.631,866.251,1013.635
"elevated-wet",2009-01-14,11379.74,3430.95,4287.82,5091.54,2421.814,652.194,870.872,1016.129
"elevated-wet",2009-01-15,11418.08,3455.92,4320.36,5123.53,2437.039,654.759,875.497,1018.62
"elevated-wet",2009-01-16,11507.84,3480.89,4352.91,5155.54,2455.424,657.323,880.126,1021.109
"elevated-wet",2009-01-17,11584.38,3505.85,4385.45,5189.12,2468.223,659.889,884.758,1024.188
"elevated-wet",2009-01-18,11688.78,3530.82,4418,5222.72,2485.85,662.455,889.394,1027.266
"elevated-wet",2009-01-19,11786.89,3555.79,4450.54,5256.32,2505.948,665.022,894.034,1030.341
"elevated-wet",2009-01-20,11841.96,3580.76,4483.09,5289.94,2518.346,667.589,898.677,1033.416
"elevated-wet",2009-01-21,11890.19,3611.15,4521.05,5332.98,2531.354,671.89,905.037,1044.161
"elevated-wet",2009-01-22,11974.9,3641.55,4559.02,5376.07,2555.105,676.192,911.399,1054.968
"elevated-wet",2009-01-23,12040.06,3671.94,4596.98,5419.2,2571.916,680.494,917.763,1065.835
"elevated-wet",2009-01-24,12086.34,3702.33,4634.95,5462.38,2590.376,684.797,924.129,1076.762
"elevated-wet",2009-01-25,12189.25,3732.72,4672.92,5505.6,2610.351,689.099,930.497,1087.748
"elevated-wet",2009-01-26,12266.35,3763.11,4710.88,5548.87,2629.669,693.402,936.867,1098.794
"elevated-wet",2009-01-27,12342.74,3793.5,4748.85,5592.19,2649.496,697.705,943.239,1109.897
"elevated-wet",2009-01-28,12429.44,3823.89,4786.81,5635.55,2671.929,702.008,949.613,1121.058
"elevated-wet",2009-01-29,12528.53,3854.28,4824.78,5683.26,2694.993,706.311,955.989,1133.773
"elevated-wet",2009-01-30,12618.89,3884.67,4862.74,5731.01,2717.858,710.614,962.367,1146.562
"elevated-wet",2009-01-31,12704.02,3915.06,4900.71,5778.8,2739.927,714.918,968.746,1159.424
"elevated-wet",2009-02-01,12804.3,3945.45,4938.68,5826.65,2761.792,719.222,975.127,1172.357
"elevated-wet",2009-02-02,12896.48,3975.84,4976.64,5874.54,2782.701,723.526,981.51,1185.36
"elevated-wet",2009-02-03,12982.42,4006.23,5014.61,5922.47,2801.922,727.83,987.895,1198.433
"elevated-wet",2009-02-04,13077.11,4036.63,5052.57,5964.04,2824.641,732.134,994.281,1201.022
"elevated-wet",2009-02-05,13156.19,4067.02,5090.54,6005.63,2847.263,736.438,1000.668,1203.595
"elevated-wet",2009-02-06,13227.35,4097.41,5128.5,6047.24,2870.047,740.743,1007.058,1206.151
"elevated-wet",2009-02-07,13297.66,4127.8,5166.47,6088.86,2890.925,745.048,1013.448,1208.691
"elevated-wet",2009-02-08,13368.66,4158.19,5204.43,6130.5,2908.005,749.353,1019.841,1211.215
"elevated-wet",2009-02-09,13385.4,4188.58,5242.4,6172.17,2913.124,753.658,1026.235,1213.723
"elevated-wet",2009-02-10,13411.27,4218.97,5280.37,6213.85,2916.922,757.963,1032.63,1216.214
"elevated-wet",2009-02-11,13461.72,4249.36,5318.33,6255.54,2924.8,762.268,1039.027,1218.689
"elevated-wet",2009-02-12,13527.02,4279.75,5356.3,6297.16,2935.129,766.574,1045.425,1220.984
"elevated-wet",2009-02-13,13577.64,4310.14,5394.26,6338.8,2943.588,770.879,1051.824,1223.261
"elevated-wet",2009-02-14,13606.01,4340.53,5432.23,6380.46,2948.816,775.185,1058.225,1225.522
"elevated-wet",2009-02-15,13679.46,4370.92,5470.19,6422.14,2958.646,779.491,1064.627,1227.765
"elevated-wet",2009-02-16,13746.33,4401.31,5508.16,6463.83,2971.268,783.797,1071.031,1229.99
"elevated-wet",2009-02-17,13782.21,4431.71,5546.13,6505.54,2978.547,788.103,1077.435,1232.199
"elevated-wet",2009-02-18,13880.2,4462.1,5584.09,6555.13,2999.464,792.409,1083.841,1242.768
"elevated-wet",2009-02-19,13980.49,4492.49,5622.06,6604.75,3021.141,796.716,1090.249,1253.348
"elevated-wet",2009-02-20,14074,4522.88,5660.02,6654.39,3039.997,801.022,1096.657,1263.939
"elevated-wet",2009-02-21,14114.26,4553.27,5697.99,6704.06,3047.527,805.329,1103.067,1274.541
"elevated-wet",2009-02-22,14198.4,4583.66,5735.95,6753.77,3065.493,809.636,1109.477,1285.154
"elevated-wet",2009-02-23,14294.82,4614.05,5773.92,6803.5,3084.521,813.943,1115.889,1295.778
"elevated-wet",2009-02-24,14392.73,4644.44,5811.88,6853.26,3105.489,818.25,1122.303,1306.413
"elevated-wet",2009-02-25,14480,4674.83,5849.85,6903.04,3122.737,822.557,1128.717,1317.059
"elevated-wet",2009-02-26,14567.16,4705.22,5887.82,6952.52,3139.867,826.864,1135.132,1328.28
"elevated-wet",2009-02-27,14679.84,4735.61,5925.78,7002.02,3163.686,831.171,1141.549,1339.511
"elevated-wet",2009-02-28,14783.6,4766,5963.75,7051.56,3171.361,835.479,1147.966,1350.753
"elevated-wet",2009-03-01,14877.99,4796.39,6001.71,7101.12,3190.311,839.786,1154.384,1362.006
"elevated-wet",2009-03-02,14975.03,4826.79,6039.68,7150.71,3209.517,844.094,1160.804,1373.269
"elevated-wet",2009-03-03,15063.73,4857.18,6077.64,7200.33,3227.046,848.402,1167.225,1384.543
"elevated-wet",2009-03-04,15085.04,4887.57,6115.61,7249.98,3233.139,852.71,1173.646,1395.827
"elevated-wet",2009-03-05,15197.95,4917.96,6153.58,7299.65,3253.521,857.018,1180.069,1407.122
"elevated-wet",2009-03-06,15197.93,4948.35,6191.54,7349.35,3253.478,861.326,1186.492,1418.427
"elevated-wet",2009-03-07,NA,4978.74,6229.51,7399.08,NA,865.634,1192.916,1429.742
"elevated-wet",2009-03-08,NA,5009.13,6267.47,7448.84,NA,869.942,1199.342,1441.068
"elevated-wet",2009-03-09,NA,5039.52,6305.44,7498.63,NA,874.251,1205.768,1452.404
"elevated-wet",2009-03-10,NA,5069.91,6343.4,7548.45,NA,878.559,1212.195,1463.75
"elevated-wet",2009-03-11,NA,5100.3,6381.37,7598.29,NA,882.868,1218.623,1475.107
"elevated-wet",2009-03-12,NA,5130.69,6419.34,7648.16,NA,887.177,1225.052,1486.474
"elevated-wet",2009-03-13,NA,5161.08,6457.3,7698.06,NA,891.485,1231.482,1497.852
"elevated-wet",2009-03-14,NA,5191.48,6495.27,7747.98,NA,895.794,1237.912,1509.24
"elevated-wet",2009-03-15,NA,5221.87,6533.23,7797.94,NA,900.103,1244.344,1520.638
"elevated-wet",2009-03-16,NA,5252.26,6571.2,7847.92,NA,904.412,1250.776,1532.046
